name,dob,outcome_type,outcome_subtype,outcome_datetime,sex,color,age,breed
Unknown,2018-05-25,Adoption,Foster,2018-07-29 16:22:00,Spayed Female,Tan/Black,2 months,Plott Hound
*Janie,2015-11-15,Transfer,Partner,2020-12-01 13:50:00,Spayed Female,Brown/White,5 years,Boxer
*Pancho,2018-06-04,Transfer,Partner,2021-12-20 17:28:00,Neutered Male,Black/White,3 years,Cairn Terrier
*Twinkie,2022-07-31,Adoption,Foster,2022-10-09 11:45:00,Neutered Male,Yellow,2 months,Labrador Retriever
Scrappy,2014-05-17,Transfer,Partner,2016-06-06 17:33:00,Neutered Male,White/Silver,2 years,Soft Coated Wheaten Terrier
Unknown,2004-01-27,Transfer,Partner,2018-01-29 12:18:00,Neutered Male,White/Tan,14 years,Shih Tzu
Unknown,2021-03-02,Adoption,Foster,2021-05-05 11:20:00,Spayed Female,Tricolor,2 months,Labrador Retriever
Fino,2018-06-14,Adoption,Foster,2018-11-29 16:39:00,Neutered Male,Black/White,5 months,Pointer
Ladybird,2015-04-20,Transfer,Partner,2015-06-20 00:00:00,Spayed Female,Black/White,1 month,Labrador Retriever
Sugar,2010-01-26,Transfer,Partner,2021-01-27 11:32:00,Spayed Female,White/Black,11 years,Shih Tzu
*Reuben,2014-05-22,Transfer,Partner,2015-06-30 13:09:00,Neutered Male,Red,1 year,Australian Kelpie
*Romeo,2012-11-08,Transfer,Partner,2013-11-15 14:53:00,Neutered Male,Tan/White,1 year,Dachshund
Princess,2010-07-11,Transfer,Partner,2018-07-12 15:52:00,Intact Female,White/Fawn,8 years,Bulldog
Unknown,2014-03-07,Transfer,Partner,2014-05-11 11:39:00,Intact Female,Brown/White,2 months,Labrador Retriever
Merry,2017-12-05,Transfer,Partner,2018-12-09 11:19:00,Intact Female,Brown/Tricolor,1 year,Lhasa Apso
Unknown,2023-03-04,Transfer,Partner,2023-05-14 15:00:00,Intact Female,Black/White,2 months,Australian Cattle Dog
Shilo,2009-08-02,Adoption,Foster,2019-01-31 13:50:00,Spayed Female,Tricolor,9 years,Beagle
Toby,2021-06-16,Adoption,Foster,2022-03-14 11:07:00,Neutered Male,Black/White,8 months,Miniature Pinscher
Unknown,2015-05-26,Transfer,Partner,2015-05-31 14:55:00,Intact Male,White/Tan,5 days,American Bulldog
Patsy,2014-01-29,Transfer,Partner,2014-11-04 15:23:00,Spayed Female,Black,9 months,Labrador Retriever
*Skippy,2014-11-29,Transfer,Partner,2015-12-04 13:40:00,Neutered Male,Yellow/White,1 year,Labrador Retriever
Sadie,2008-07-02,Transfer,Partner,2018-07-06 10:01:00,Spayed Female,Tricolor,10 years,Keeshond
*Lincoln,2019-06-05,Adoption,Foster,2020-09-26 07:12:00,Neutered Male,Tan/White,1 year,Australian Cattle Dog
Royal King Pete,2018-06-15,Transfer,Out State,2022-08-31 13:22:00,Neutered Male,Chocolate/White,4 years,American Bulldog
Unknown,2015-06-27,Transfer,Partner,2017-07-04 15:43:00,Spayed Female,Gray/Black,2 years,Yorkshire Terrier
Oreo,2006-06-27,Euthanasia,Suffering,2014-06-27 11:37:00,Intact Female,Gray/White,8 years,Miniature Schnauzer
Unknown,2017-03-01,Transfer,Partner,2017-11-07 11:17:00,Spayed Female,Tan/White,8 months,Border Terrier
A871798,2020-12-30,Transfer,Partner,2023-01-03 17:22:00,Intact Male,Brown Brindle/Black,2 years,Mastiff
Red,2018-12-09,Return to Owner,Field,2022-12-09 12:24:00,Unknown,Black/Brown,4 years,Rottweiler
*Cortez,2018-03-06,Adoption,Foster,2020-03-11 19:03:00,Neutered Male,Black/White,2 years,Labrador Retriever
Unknown,2016-09-17,Transfer,Partner,2017-09-22 13:18:00,Spayed Female,Gray/Black,1 year,Yorkshire Terrier
Toby,2004-09-12,Transfer,Partner,2014-11-01 11:08:00,Spayed Female,Black,10 years,Labrador Retriever
Travis,2013-01-10,Adoption,Foster,2024-02-09 11:38:00,Neutered Male,Black/Brown,11 years,Rottweiler
*Luigi,2013-06-20,Transfer,Partner,2015-11-03 13:12:00,Neutered Male,White,2 years,Dogo Argentino
Unknown,2010-12-18,Transfer,Partner,2014-12-23 14:58:00,Spayed Female,Black/White,4 years,Rat Terrier
Princess,2018-07-24,Adoption,Foster,2020-12-09 15:47:00,Spayed Female,Black/White,2 years,Siberian Husky
Bob,2014-08-14,Euthanasia,Suffering,2024-08-18 11:01:00,Intact Male,Black/Tan,10 years,Akita
Unknown,2022-07-11,Died,In Kennel,2022-07-25 10:50:00,Intact Female,Chocolate,2 weeks,Labrador Retriever
Kayo,2009-01-25,Euthanasia,Aggressive,2015-01-29 14:35:00,Neutered Male,White/Black,6 years,Dogo Argentino
Max,2005-11-14,Transfer,Partner,2015-11-19 12:21:00,Neutered Male,Gray/Silver,10 years,Miniature Schnauzer
Unknown,2016-02-05,Transfer,Partner,2021-02-09 11:37:00,Intact Female,Tricolor,5 years,Welsh Terrier
Unknown,2015-04-19,Transfer,Partner,2015-06-19 00:00:00,Unknown,Black,1 month,Boxer
Lady,2009-04-01,Adoption,Foster,2016-12-14 08:48:00,Spayed Female,Black/Brown,7 years,Australian Kelpie
Jareth,2012-07-14,Transfer,Partner,2016-07-14 17:03:00,Neutered Male,White,4 years,Pomeranian
*Honey,2018-03-28,Adoption,Foster,2019-06-04 07:21:00,Spayed Female,Yellow,1 year,Labrador Retriever
Unknown,2019-10-17,Transfer,Partner,2019-10-26 15:42:00,Unknown,Brown,1 weeks,Great Pyrenees
Unknown,2018-02-06,Transfer,Partner,2018-06-13 12:14:00,Intact Male,White/Brown,4 months,Brittany
Brodie,2011-03-02,Transfer,Partner,2018-03-05 11:37:00,Neutered Male,White/Black,7 years,Shih Tzu
Unknown,2018-06-04,Transfer,Partner,2019-06-08 19:01:00,Spayed Female,Red,1 year,Border Collie
*Sugar,2012-12-14,Adoption,Foster,2015-01-27 19:12:00,Spayed Female,Red,2 years,Labrador Retriever
Unknown,2018-09-03,Transfer,Partner,2018-12-05 09:02:00,Intact Male,Cream,3 months,Golden Retriever
Leslie,2020-03-24,Transfer,Partner,2020-06-11 09:28:00,Intact Female,Brown/Black,2 months,Boxer
*Biscuit,2011-01-20,Adoption,Foster,2019-01-29 16:35:00,Spayed Female,White/Red,8 years,Australian Shepherd
*Candy,2015-04-21,Transfer,Partner,2016-05-21 19:05:00,Intact Female,Brown,1 year,Australian Cattle Dog
Myra,2013-02-14,Transfer,Partner,2020-02-19 11:14:00,Intact Female,Black/White,7 years,Shih Tzu
Unknown,2019-03-12,Died,In Foster,2019-03-16 08:29:00,Intact Female,Black/White,4 days,Australian Shepherd
*Kolache,2016-08-27,Adoption,Foster,2023-11-01 12:04:00,Spayed Female,Black/White,7 years,Labrador Retriever
Duke,2012-12-02,Transfer,Partner,2014-01-01 13:30:00,Neutered Male,Chocolate/White,1 year,Labrador Retriever
Vlad,2017-11-10,Euthanasia,Aggressive,2020-02-18 12:54:00,Intact Male,White,2 years,Dogo Argentino
Nova,2018-01-14,Transfer,Partner,2020-04-21 10:31:00,Spayed Female,White/Black,2 years,American Bulldog
Unknown,2019-09-03,Transfer,Partner,2022-09-09 13:00:00,Intact Female,Fawn,3 years,Pug
King,2017-12-05,Transfer,Partner,2018-09-12 15:49:00,Neutered Male,Brown Brindle,9 months,Labrador Retriever
*Summer,2020-01-27,Transfer,Partner,2020-08-01 11:13:00,Spayed Female,Tan/White,6 months,Siberian Husky
Unknown,2012-04-21,Adoption,Offsite,2014-05-04 20:54:00,Spayed Female,Tan/White,2 years,Dachshund
Star,2019-07-15,Transfer,Partner,2023-07-17 11:30:00,Intact Female,Gray/White,4 years,Miniature Schnauzer
Unknown,2017-11-07,Died,In Kennel,2018-07-08 11:05:00,Intact Male,Brown,7 months,Border Terrier
891524,2018-10-24,Transfer,Partner,2023-10-24 15:39:00,Intact Male,Fawn/Black,5 years,Pug
*Steve Martin,2023-01-11,Adoption,Foster,2023-03-30 17:03:00,Neutered Male,Black/White,2 months,Labrador Retriever
Panda,2009-12-09,Transfer,Partner,2014-12-23 14:58:00,Neutered Male,Black/White,5 years,Border Collie
Unknown,2015-04-19,Transfer,Partner,2015-06-19 00:00:00,Unknown,Black,1 month,Boxer
Coffee,2018-04-03,Transfer,Partner,2018-09-18 14:29:00,Intact Female,Black/White,5 months,Labrador Retriever
Henry,2004-02-05,Transfer,Partner,2016-02-09 15:56:00,Intact Male,Tricolor,12 years,Beagle
Duchess,2012-07-12,Transfer,Partner,2015-07-19 12:52:00,Spayed Female,Brown,3 years,Pug
Dinky,2012-10-17,Transfer,Partner,2018-04-27 16:08:00,Neutered Male,White,5 years,Bichon Frise
Unknown,2021-04-17,Transfer,Partner,2021-06-20 19:43:00,Intact Male,Blue Merle,2 months,Australian Shepherd
Jamaal,2015-11-29,Adoption,Foster,2016-02-09 14:47:00,Neutered Male,White/Black,2 months,Miniature Schnauzer
Gorda,2021-01-27,Return to Owner,Field,2023-01-27 11:30:00,Intact Female,Gray/White,2 years,Miniature Schnauzer
Unknown,2014-03-27,Transfer,Partner,2014-07-30 17:43:00,Intact Female,Black/White,4 months,Border Collie
A842296,2019-09-13,Transfer,Partner,2021-09-18 07:12:00,Intact Male,Brown/White,2 years,Pomeranian
*Sterling,2022-02-01,Transfer,Out State,2022-05-09 09:28:00,Neutered Male,Black,3 months,Labrador Retriever
Lakota,2014-04-12,Adoption,Foster,2016-06-03 13:46:00,Neutered Male,Black/White,2 years,Siberian Husky
Unknown,2018-05-11,Transfer,Partner,2018-09-07 14:31:00,Neutered Male,Chocolate/White,3 months,Labrador Retriever
Unknown,2021-06-09,Transfer,Partner,2021-07-10 14:28:00,Intact Female,Brown,4 weeks,Boxer
Loki,2018-06-19,Adoption,Foster,2020-04-08 15:12:00,Neutered Male,Brown,1 year,Labrador Retriever
*Pumpkin,2020-02-09,Adoption,Offsite,2021-09-11 17:02:00,Spayed Female,Yellow,1 year,Labrador Retriever
Unknown,2007-06-12,Euthanasia,Suffering,2019-06-19 11:27:00,Neutered Male,Tan,12 years,Cairn Terrier
Loki,2019-01-11,Transfer,Partner,2019-01-23 11:38:00,Intact Male,White,1 weeks,Siberian Husky
*Crouton,2022-04-19,Transfer,Out State,2022-06-24 08:08:00,Intact Male,Cream/Red Tick,2 months,Australian Cattle Dog
Unknown,2017-01-10,Transfer,Partner,2019-01-13 10:24:00,Intact Female,Black/Brown,2 years,Dachshund
Unknown,2016-07-01,Adoption,Foster,2016-08-28 09:48:00,Spayed Female,Buff/Tan,1 month,Labrador Retriever
Half Pint,2009-12-30,Transfer,Partner,2015-01-09 12:20:00,Intact Male,White/Black,5 years,Shih Tzu
Bella,2012-05-14,Adoption,Foster,2021-01-13 10:11:00,Spayed Female,White/Brown,8 years,Great Pyrenees
Unknown,2023-03-16,Transfer,Partner,2023-04-07 15:01:00,Intact Male,White/Black,3 weeks,Australian Shepherd
Trigger,2002-03-01,Euthanasia,Suffering,2018-03-01 16:11:00,Neutered Male,Brown,16 years,Australian Cattle Dog
Felix,2018-09-19,Transfer,Partner,2019-09-23 14:27:00,Intact Male,Tan/Black,1 year,Pug
*Dually,2014-05-21,Transfer,Partner,2016-05-27 15:12:00,Neutered Male,Brown Tiger,2 years,Dachshund
Pepper,2013-05-16,Transfer,Partner,2015-05-31 14:43:00,Spayed Female,Chocolate/Brown,2 years,Miniature Pinscher
*Flower,2014-12-15,Transfer,Partner,2015-06-20 00:00:00,Intact Female,Red,6 months,Australian Cattle Dog
Unknown,2017-05-04,Transfer,Partner,2017-06-20 00:00:00,Intact Female,Tricolor,1 month,Labrador Retriever
Luna,2020-10-05,Adoption,Foster,2020-12-03 13:09:00,Spayed Female,Black,1 month,Labrador Retriever
*Lou,2012-10-28,Adoption,Foster,2013-12-08 16:08:00,Neutered Male,Brown,1 year,Labrador Retriever
*Grover,2013-05-31,Transfer,Partner,2014-01-05 11:19:00,Intact Male,Brown/White,7 months,American Bulldog
Bolt,2018-10-07,Transfer,Partner,2020-10-20 11:15:00,Neutered Male,White,2 years,Siberian Husky
Joker,2011-03-30,Adoption,Foster,2021-04-20 11:05:00,Neutered Male,Blue Tick,10 years,Australian Cattle Dog
Bella,2016-08-11,Transfer,Partner,2018-10-15 13:26:00,Spayed Female,Tan/White,2 years,Cairn Terrier
*Daisy,2024-01-11,Adoption,Foster,2024-07-16 11:42:00,Spayed Female,White,6 months,Great Pyrenees
Unknown,2016-08-15,Transfer,Partner,2019-08-16 14:27:00,Intact Female,Red/Black,3 years,Smooth Fox Terrier
885726,2023-05-24,Died,In Kennel,2023-07-25 12:15:00,Intact Female,Black/White,2 months,Labrador Retriever
*Wofford,2019-08-10,Transfer,Partner,2020-08-19 18:45:00,Intact Male,White,1 year,Labrador Retriever
Oso,2005-08-03,Transfer,Partner,2016-08-17 00:00:00,Neutered Male,Black/White,11 years,Border Collie
Alex,2016-02-26,Transfer,Partner,2017-03-10 16:22:00,Neutered Male,Black/White,1 year,American Staffordshire Terrier
Muscles,2006-03-05,Adoption,Foster,2021-04-28 12:38:00,Intact Male,White/Black,15 years,Rat Terrier
Bear,2022-01-15,Adoption,Foster,2023-02-18 00:00:00,Spayed Female,Brown Brindle/White,1 year,American Staffordshire Terrier
Unknown,2017-10-21,Transfer,Partner,2020-10-27 13:10:00,Spayed Female,White/Black,3 years,Great Pyrenees
*Lyanna,2024-02-10,Adoption,Foster,2024-07-23 14:34:00,Spayed Female,Black/White,5 months,American Staffordshire Terrier
Unknown,2021-03-07,Transfer,Partner,2021-04-07 14:58:00,Intact Female,Brown/Black,4 weeks,Pug
*Winnie,2014-06-22,Transfer,Partner,2015-10-27 13:54:00,Intact Female,White/Orange,1 year,Italian Greyhound
Frankie,2017-11-11,Transfer,Partner,2019-07-09 15:22:00,Intact Male,Red Tick,1 year,Australian Cattle Dog
Winniecooper,2013-09-13,Adoption,Foster,2015-03-20 18:48:00,Spayed Female,Black/White,1 year,Border Collie
Unknown,2013-09-02,Transfer,Partner,2018-09-05 12:07:00,Intact Female,Brown,5 years,Labrador Retriever
Unknown,2008-10-26,Transfer,Partner,2015-10-31 12:08:00,Spayed Female,Tan/Black,7 years,Pug
Trekker,2020-11-16,Adoption,Foster,2022-12-02 16:21:00,Spayed Female,Black/Tan,2 years,Rottweiler
*George,2021-06-20,Transfer,Partner,2022-02-09 15:55:00,Neutered Male,Black,7 months,Labrador Retriever
*Frangelica,2023-04-02,Adoption,Foster,2023-08-17 15:55:00,Spayed Female,Black/Tan,4 months,Belgian Malinois
Cupulin,2011-04-29,Euthanasia,Aggressive,2014-01-31 14:52:00,Neutered Male,Black,2 years,Labrador Retriever
Baby Girl,2012-12-10,Transfer,Partner,2021-01-12 12:22:00,Intact Female,Black,8 years,Labrador Retriever
*Vera,2012-10-25,Missing,In Foster,2014-01-23 12:33:00,Spayed Female,Brown/White,1 year,Boxer
Bevo,2012-03-16,Transfer,Partner,2016-03-20 18:29:00,Neutered Male,Tan,4 years,Labrador Retriever
Kai,2021-06-11,Adoption,Foster,2024-03-25 17:32:00,Neutered Male,Black/Tan,2 years,Australian Kelpie
Benji,2013-08-03,Transfer,Partner,2016-05-09 15:40:00,Neutered Male,White,2 years,Boxer
Sheila,2011-09-04,Transfer,Partner,2018-04-21 13:40:00,Spayed Female,Brown/White,6 years,Beagle
Unknown,2022-04-28,Transfer,Partner,2024-04-29 13:59:00,Intact Female,Blue/White,2 years,French Bulldog
Cash,2016-03-17,Died,At Vet,2017-02-13 16:12:00,Intact Male,Chocolate,10 months,Labrador Retriever
Rocky,2010-12-30,Transfer,Partner,2018-01-22 16:00:00,Spayed Female,Black/Black,7 years,Labrador Retriever
*Buddy,2010-05-10,Transfer,Partner,2015-05-27 12:26:00,Neutered Male,Red,5 years,Australian Shepherd
Unknown,2015-04-19,Transfer,Partner,2015-06-19 00:00:00,Unknown,Black,1 month,Boxer
Unknown,2002-11-03,Transfer,Partner,2013-11-07 14:27:00,Intact Female,Black/White,11 years,Pomeranian
Mykelti,2009-03-31,Transfer,Partner,2014-04-04 12:54:00,Intact Female,White/Tan,5 years,Shih Tzu
Unknown,2017-05-30,Transfer,Partner,2017-07-30 16:07:00,Intact Male,Black/White,1 month,Labrador Retriever
*Zip,2015-03-13,Transfer,Partner,2016-01-16 16:13:00,Spayed Female,Brown Brindle/White,10 months,Boxer
Talulah,2013-10-02,Transfer,Partner,2015-10-07 15:44:00,Spayed Female,White,2 years,Labrador Retriever
*Theodore,2019-02-17,Transfer,Partner,2019-08-29 14:08:00,Intact Male,Black/White,6 months,Australian Cattle Dog
Unknown,2021-10-09,Transfer,Partner,2021-12-22 16:38:00,Intact Female,Blue/White,2 months,Labrador Retriever
Unknown,2018-12-06,Adoption,Foster,2019-02-05 09:49:00,Neutered Male,Black,1 month,Labrador Retriever
Wrigley,2017-04-18,Transfer,Partner,2018-07-11 13:51:00,Spayed Female,Yellow,1 year,Labrador Retriever
Unknown,2020-12-16,Transfer,Partner,2021-06-21 11:31:00,Intact Male,White/Brown,6 months,Cairn Terrier
Ace,2007-12-21,Adoption,Foster,2018-02-13 10:17:00,Neutered Male,Black/White,10 years,Labrador Retriever
*Herman,2018-11-05,Transfer,Partner,2020-11-13 15:57:00,Intact Male,White/Tan,2 years,Great Pyrenees
Sage,2015-06-15,Transfer,Partner,2019-06-25 16:02:00,Spayed Female,White,4 years,American Bulldog
Unknown,2024-05-01,Died,In Kennel,2024-05-15 09:47:00,Intact Female,Chocolate,2 weeks,Labrador Retriever
Minnie Mouse,2014-12-26,Transfer,Partner,2015-11-22 18:10:00,Spayed Female,Black/White,10 months,Australian Kelpie
*Grizzly,2021-06-07,Adoption,Foster,2021-08-11 08:12:00,Spayed Female,Brown Brindle/White,2 months,Plott Hound
Bean,2021-01-05,Transfer,Partner,2021-03-11 14:23:00,Intact Male,Fawn,2 months,French Bulldog
*Clark,2014-01-19,Transfer,Partner,2017-01-27 13:37:00,Intact Male,White,3 years,Great Pyrenees
Unknown,2019-05-20,Transfer,Partner,2019-07-23 14:21:00,Intact Female,Black,2 months,Labrador Retriever
Lola Rey,2016-01-28,Euthanasia,Rabies Risk,2017-02-03 11:09:00,Spayed Female,Red/Brown,1 year,Labrador Retriever
*Ripley,2018-08-10,Transfer,Partner,2019-08-21 16:00:00,Neutered Male,Black/White,1 year,Labrador Retriever
Miller,2020-09-02,Transfer,Out State,2022-09-09 12:51:00,Intact Female,White,2 years,Great Pyrenees
Unknown,2018-10-04,Transfer,Partner,2019-10-05 19:28:00,Intact Female,Black/Brown,1 year,Cairn Terrier
Lilah,2007-03-31,Adoption,Foster,2017-05-02 00:00:00,Spayed Female,Brown/Black,10 years,Norwich Terrier
Augie,2023-02-20,Adoption,Foster,2023-10-31 16:55:00,Neutered Male,Brown,8 months,Dachshund
Jessie,2007-04-28,Transfer,Partner,2018-04-30 11:33:00,Spayed Female,Buff,11 years,Shih Tzu
Mason,2016-11-23,Transfer,Partner,2019-12-08 12:55:00,Neutered Male,Blue Tick,3 years,Australian Cattle Dog
Unknown,2008-10-08,Transfer,Partner,2013-10-13 17:10:00,Neutered Male,Black/White,5 years,Boston Terrier
*Neon,2017-03-04,Transfer,Partner,2020-03-12 11:00:00,Spayed Female,Tan/White,3 years,Labrador Retriever
Lucky,2017-11-12,Adoption,Foster,2019-02-07 17:34:00,Neutered Male,Black,1 year,Labrador Retriever
Josie,2017-02-26,Transfer,Partner,2018-07-06 17:55:00,Spayed Female,Black/White,1 year,Labrador Retriever
Damon,2010-10-16,Transfer,Partner,2013-11-08 12:05:00,Neutered Male,Chocolate,3 years,Labrador Retriever
*Ribbit,2016-09-07,Transfer,Partner,2018-10-17 17:38:00,Neutered Male,Brown Brindle,2 years,Wirehaired Pointing Griffon
Misty,2015-05-21,Transfer,Partner,2016-05-22 16:59:00,Intact Female,Cream,1 year,Shih Tzu
*Alexander,2020-11-07,Transfer,Partner,2023-11-18 00:00:00,Intact Male,Black/White,3 years,Bull Terrier
A862344,2021-07-24,Transfer,Out State,2022-07-26 10:21:00,Intact Male,Black,1 year,Yorkshire Terrier
Cowboy,2014-03-21,Transfer,Partner,2014-09-02 14:53:00,Neutered Male,Tricolor,5 months,Australian Cattle Dog
Charlie,2016-10-01,Transfer,Partner,2017-10-02 16:25:00,Intact Male,Black,1 year,Labrador Retriever
*Cindylou,2016-06-05,Transfer,Partner,2016-11-15 16:21:00,Spayed Female,Yellow,5 months,Labrador Retriever
Unknown,2022-04-06,Transfer,Partner,2022-04-19 14:50:00,Unknown,Tricolor,1 weeks,Australian Cattle Dog
Skipper,2013-08-14,Adoption,Foster,2014-01-10 17:04:00,Spayed Female,Blue Tick/White,4 months,Australian Cattle Dog
*Preston,2011-05-24,Transfer,Partner,2014-10-10 15:20:00,Neutered Male,Brown Brindle,3 years,Plott Hound
Unknown,2014-06-08,Adoption,Foster,2014-08-14 07:09:00,Spayed Female,Black/Tan,2 months,Australian Shepherd
888716,2023-09-05,Transfer,Partner,2023-09-22 17:27:00,Intact Female,White,2 weeks,Labrador Retriever
Ginger,2018-12-23,Transfer,Partner,2019-11-05 13:31:00,Intact Female,Black/White,10 months,Labrador Retriever
Unknown,2018-11-13,Transfer,Partner,2019-03-19 14:24:00,Intact Female,Red,4 months,Pointer
Polo,2021-07-09,Transfer,Out State,2022-05-20 11:58:00,Neutered Male,Tan,10 months,Dachshund
Devi,2014-04-15,Transfer,Partner,2019-04-21 11:28:00,Intact Female,Black,5 years,Chow Chow
Unknown,2018-04-18,Transfer,Partner,2018-05-08 16:23:00,Intact Female,Black/White,2 weeks,Labrador Retriever
Unknown,2019-07-08,Transfer,Partner,2019-08-23 15:39:00,Intact Female,Sable,1 month,Shih Tzu
Unknown,2019-01-13,Adoption,Foster,2019-06-28 16:15:00,Spayed Female,Black/White,5 months,Australian Cattle Dog
*Max,2015-10-13,Transfer,Partner,2015-12-08 16:12:00,Intact Male,Tan,1 month,Border Terrier
Roxy,2017-09-12,Transfer,Partner,2018-09-18 14:27:00,Intact Female,Black,1 year,Standard Schnauzer
Lucy,2006-06-30,Transfer,Partner,2014-08-14 15:48:00,Spayed Female,Tricolor,8 years,Beagle
Unknown,2017-05-01,Transfer,Partner,2017-08-04 11:45:00,Intact Male,Tricolor,3 months,Australian Shepherd
*Rory,2012-09-27,Transfer,Partner,2014-11-04 15:02:00,Neutered Male,Tricolor,2 years,Rat Terrier
Kokoa,2012-09-21,Transfer,Partner,2019-12-09 15:00:00,Spayed Female,Black/White,7 years,Labrador Retriever
Sam,2009-11-01,Transfer,Partner,2016-11-07 13:11:00,Neutered Male,White/Black,7 years,Lhasa Apso
*Heidi,2008-03-17,Adoption,Foster,2016-06-21 11:32:00,Spayed Female,Black/Tan,8 years,Australian Cattle Dog
Unknown,2024-08-25,Transfer,Partner,2024-09-09 11:32:00,Intact Female,Tricolor/Brown,2 weeks,Australian Shepherd
X,2008-07-08,Transfer,Partner,2014-07-18 13:02:00,Intact Female,Black/Brown,6 years,Australian Shepherd
Unknown,2011-05-12,Transfer,Partner,2014-05-17 18:54:00,Spayed Female,Tan/Silver,3 years,Yorkshire Terrier
*Miklos,2019-01-11,Transfer,Partner,2019-05-16 16:06:00,Intact Male,Brown,4 months,Vizsla
Chance,2014-01-29,Adoption,Foster,2015-03-04 08:12:00,Spayed Female,Black/White,1 year,Labrador Retriever
*Watson,2005-10-06,Transfer,Partner,2016-10-08 15:36:00,Neutered Male,Black/White,11 years,Dachshund
Unknown,2014-12-26,Transfer,Partner,2015-02-26 13:47:00,Intact Female,Chocolate,2 months,Weimaraner
